UserID,Gender,AgeGroup,FamilySubscription,MonthsSubscribed,StreamingQuality,CustomerSupportRating,BillingCycle,MonthlyPlanPrice,CancelledSubscription,AvgWatchTimePerWeek,PreferredGenre,AppRating,Preferred Device,Primary Viewing Time Slot,Content Skipped Percentage,Average Session Duration,Genres Watched,Unique Titles Watched/Month,App Opens per Week,Referral Source
0719-SYFRB,Female,Young/Middle,No,12,HD,5,Monthly,61.65,Yes,8,Romance,1.5,Smart TV,Evening,27.653585737239908,40.49172973393175,Comedy,5,8,Organic
8208-EUMTE,Male,Young/Middle,No,16,HD,4,Biennial,54.85,No,9,Sci-Fi,2.5,Mobile,Morning,25.71293104763291,115.6577425134131,"Action, Comedy",6,2,Ad Campaign
5172-MIGPM,Male,Young/Middle,No,4,HD,4,Monthly,65.55,No,28,Romance,4.2,Tablet,Late Night,42.96430188360451,70.54535086102715,Drama,8,2,Friend Referral
1710-RCXUS,Male,Young/Middle,Yes,51,4K,2,Yearly,90.35,No,12,Comedy,3.3,Smart TV,Evening,18.35878723318626,108.89602914168226,"Horror, Sci-Fi",6,4,Ad Campaign
0374-FIUCA,Male,Young/Middle,Yes,65,SD,0,Biennial,20.4,No,18,Action,1.4,Smart TV,Evening,17.53739196657122,54.527720892199085,"Horror, Drama",4,6,Social Media
5839-SUYVZ,Male,Young/Middle,No,16,4K,4,Monthly,74.55,No,10,Romance,2.5,Mobile,Evening,20.418950437780325,130.98592705233108,"Sci-Fi, Drama",5,6,Social Media
5173-ZXXXL,Male,Young/Middle,No,2,SD,0,Yearly,19.95,No,11,Drama,2.0,Smart TV,Afternoon,28.324491523012053,68.19318833886084,Romance,2,1,Ad Campaign
1096-ADRUX,Female,Young/Middle,Yes,66,4K,1,Yearly,74.25,No,29,Action,3.1,Mobile,Late Night,22.021736821874526,40.314801607338296,"Documentary, Drama",4,5,Ad Campaign
2001-MCUUW,Male,Young/Middle,No,46,4K,5,Biennial,108.65,No,6,Romance,4.4,Laptop/Desktop,Late Night,17.489196187860724,44.8133118781128,"Romance, Action",11,5,Ad Campaign
2731-GJRDG,Female,Young/Middle,No,32,4K,4,Yearly,109.55,No,23,Drama,2.7,Smart TV,Morning,14.969484006517199,67.39446845418756,"Documentary, Action",6,7,Social Media
4723-BEGSG,Male,Young/Middle,Yes,72,HD,4,Biennial,86.65,No,23,Action,2.7,Mobile,Late Night,14.275897871338223,26.39990548429332,"Action, Documentary, Romance",11,5,Ad Campaign
6516-NKQBO,Male,Young/Middle,Yes,38,HD,4,Biennial,81.0,No,10,Romance,4.6,Smart TV,Evening,9.917893117501746,17.80598551740062,"Comedy, Drama, Horror",9,6,Social Media
8672-OAUPW,Male,Young/Middle,No,51,HD,5,Yearly,47.85,No,27,Sci-Fi,3.3,Smart TV,Afternoon,13.38121934470427,60.62025160245913,"Comedy, Romance",8,7,Social Media
8207-DMRVL,Male,Young/Middle,Yes,72,4K,5,Biennial,114.55,No,9,Drama,3.3,Mobile,Evening,17.867805567576912,48.6595355297449,"Drama, Documentary, Romance",6,4,Organic
3419-SNJJD,Female,Senior,Yes,65,4K,3,Monthly,105.25,Yes,17,Sci-Fi,2.0,Mobile,Evening,21.4404319452743,106.48148602274054,"Romance, Action, Documentary",12,4,Ad Campaign
6543-CPZMK,Male,Young/Middle,Yes,9,HD,1,Monthly,29.95,Yes,23,Comedy,3.4,Smart TV,Late Night,17.558481949096986,49.273580147857196,Drama,8,2,Organic
4765-OXPPD,Female,Young/Middle,Yes,9,HD,5,Monthly,65.0,Yes,5,Romance,3.3,Tablet,Evening,36.11679176119243,82.71377553540768,"Romance, Drama, Comedy",11,9,Social Media
2804-ETQDK,Male,Young/Middle,No,66,SD,0,Biennial,20.55,No,19,Romance,2.6,Smart TV,Afternoon,2.7281289271434765,80.60997673752449,Action,7,7,Organic
6689-VRRTK,Female,Senior,No,44,4K,2,Yearly,109.8,No,13,Drama,5.0,Mobile,Evening,20.15863081483809,121.02550707689308,"Romance, Documentary, Horror",7,3,Organic
7138-GIRSH,Male,Young/Middle,No,50,HD,5,Biennial,69.5,No,11,Romance,4.5,Smart TV,Afternoon,23.787770600094742,55.33267822717187,Action,3,5,Ad Campaign
9396-ZSFLL,Female,Young/Middle,No,15,HD,2,Monthly,48.85,No,7,Comedy,4.0,Smart TV,Evening,0.0,75.30594118344345,Sci-Fi,5,5,Friend Referral
6464-KEXXH,Male,Young/Middle,No,8,HD,2,Monthly,25.25,No,27,Romance,3.1,Mobile,Morning,13.53216235692357,29.919606431359043,"Drama, Sci-Fi",7,5,Organic
7134-MJPDY,Female,Senior,No,66,4K,5,Yearly,102.85,No,12,Action,2.8,Mobile,Evening,12.842434478277147,110.15511053439985,Drama,10,4,Organic
5240-CAOYT,Female,Young/Middle,No,57,4K,4,Monthly,87.55,No,17,Sci-Fi,1.7,Smart TV,Evening,13.7134091524848,76.44799177245048,"Action, Romance, Comedy",10,5,Organic
4059-IIEBK,Female,Young/Middle,No,7,4K,3,Monthly,78.55,No,30,Comedy,2.2,Smart TV,Evening,27.102448612075793,60.483741943743176,"Comedy, Drama, Horror",5,3,Organic
4881-JVQOD,Male,Senior,Yes,10,HD,1,Monthly,34.55,No,16,Comedy,4.1,Smart TV,Evening,26.354520606366087,73.66116893930759,Sci-Fi,12,6,Social Media
0516-UXRMT,Female,Young/Middle,No,62,4K,1,Yearly,92.05,No,6,Sci-Fi,2.8,Smart TV,Afternoon,28.31723019047738,62.346326117540194,"Action, Sci-Fi, Documentary",4,2,Social Media
4851-BQDNX,Male,Young/Middle,Yes,40,4K,2,Yearly,85.05,No,23,Sci-Fi,4.5,Mobile,Morning,38.033157561422925,38.577622407661835,Action,6,4,Social Media
5148-HKFIR,Female,Young/Middle,No,20,SD,0,Biennial,19.7,No,22,Comedy,1.6,Mobile,Evening,12.912437002973359,53.51111220272386,Action,6,5,Organic
1009-IRMNA,Female,Young/Middle,No,7,SD,0,Monthly,20.0,Yes,4,Sci-Fi,3.0,Smart TV,Evening,28.053138483689022,46.99181646766323,Comedy,8,5,Ad Campaign
3003-CMDUU,Female,Young/Middle,Yes,25,4K,5,Monthly,95.15,No,14,Drama,3.6,Smart TV,Morning,30.335007961781507,50.537375890531564,"Sci-Fi, Action",7,2,Ad Campaign
5016-IBERQ,Male,Young/Middle,Yes,23,4K,3,Monthly,84.25,No,3,Sci-Fi,3.1,Tablet,Evening,15.948636877973787,40.107489889886594,"Romance, Comedy",5,4,Friend Referral
6797-UCJHZ,Female,Senior,Yes,66,4K,3,Yearly,104.6,No,26,Action,4.6,Mobile,Afternoon,11.679718036490362,70.50302204402522,"Sci-Fi, Romance",7,4,Ad Campaign
2469-DTSGX,Female,Senior,No,72,4K,4,Biennial,111.65,No,22,Action,5.0,Smart TV,Evening,20.189818556112044,97.645443225692,"Action, Romance, Drama",8,5,Ad Campaign
4554-YGZIH,Male,Senior,Yes,49,4K,1,Monthly,90.05,Yes,7,Drama,1.5,Smart TV,Evening,21.486308828500643,57.001572004777245,"Romance, Action",3,4,Ad Campaign
5099-BAILX,Male,Senior,Yes,43,4K,4,Monthly,110.75,Yes,8,Sci-Fi,1.5,Mobile,Evening,8.484470919132658,80.89454373220424,"Comedy, Action",14,4,Social Media
9931-KGHOA,Female,Young/Middle,Yes,46,HD,2,Monthly,55.0,No,26,Action,1.5,Laptop/Desktop,Afternoon,8.283375158134367,61.27305148024998,"Documentary, Romance, Action",2,4,Friend Referral
1775-KWJKQ,Male,Young/Middle,Yes,72,HD,4,Biennial,89.85,No,13,Romance,3.7,Tablet,Evening,11.128466064649366,57.77431988608597,Documentary,10,5,Ad Campaign
7665-VIGUD,Male,Young/Middle,No,10,SD,0,Yearly,20.35,No,10,Sci-Fi,2.5,Mobile,Morning,26.59011399849108,54.7980518797108,Action,5,5,Organic
9411-TPQQV,Female,Young/Middle,No,40,HD,5,Yearly,54.55,No,9,Drama,3.9,Mobile,Afternoon,10.310183341882906,29.004519461889608,"Comedy, Horror, Action",7,3,Organic
7207-RMRDB,Female,Young/Middle,Yes,65,4K,1,Monthly,105.5,Yes,6,Sci-Fi,2.6,Smart TV,Morning,15.983956827653442,21.753757340055884,"Sci-Fi, Drama",7,5,Ad Campaign
7954-MLBUN,Male,Young/Middle,No,31,4K,4,Biennial,99.45,No,8,Comedy,3.5,Laptop/Desktop,Evening,13.204533040107355,74.91549259320848,"Documentary, Action",5,8,Ad Campaign
2077-DDHJK,Female,Young/Middle,Yes,68,HD,4,Biennial,70.9,No,18,Comedy,4.1,Mobile,Morning,16.450786954951482,50.46064416403007,"Horror, Drama",8,7,Ad Campaign
4913-EHYUI,Male,Senior,Yes,56,4K,1,Yearly,104.55,Yes,22,Action,3.2,Smart TV,Morning,30.54384774416654,52.97661150079321,"Drama, Sci-Fi",6,5,Friend Referral
0195-IESCP,Male,Young/Middle,Yes,10,4K,2,Monthly,85.25,Yes,17,Comedy,3.2,Mobile,Afternoon,21.23380065502993,59.88951438535591,Horror,2,6,Social Media
9574-BOSMD,Male,Young/Middle,Yes,68,SD,0,Biennial,25.4,No,16,Drama,1.4,Smart TV,Evening,30.94249068061485,73.36674871400315,"Documentary, Drama",3,3,Friend Referral
4580-TMHJU,Female,Young/Middle,Yes,43,HD,2,Monthly,56.15,Yes,25,Action,2.6,Laptop/Desktop,Evening,26.55688343851952,118.58235135846263,"Documentary, Horror",7,6,Ad Campaign
0970-ETWGE,Male,Young/Middle,No,1,4K,3,Monthly,89.55,Yes,14,Drama,3.2,Mobile,Evening,16.07625809688479,24.501135273735855,"Documentary, Sci-Fi",10,6,Friend Referral
4908-XAXAY,Female,Senior,No,49,4K,3,Yearly,89.85,No,14,Drama,2.8,Smart TV,Evening,21.59696369107108,111.29066236816314,Documentary,11,2,Social Media
8404-VLQFB,Female,Young/Middle,Yes,15,SD,0,Monthly,25.25,No,18,Comedy,4.6,Mobile,Afternoon,18.064613528998063,87.7127015930559,Romance,6,7,Organic
1626-ERCMM,Male,Senior,Yes,20,4K,3,Monthly,94.55,Yes,17,Comedy,4.6,Tablet,Morning,18.06423539770243,81.68220200511837,"Romance, Drama",8,3,Friend Referral
0887-HJGAR,Male,Young/Middle,No,1,HD,2,Monthly,45.7,Yes,15,Drama,4.3,Smart TV,Evening,6.519934689817946,80.27870608907787,"Comedy, Romance",10,6,Ad Campaign
2391-IPLOP,Male,Young/Middle,Yes,50,HD,4,Yearly,69.65,No,13,Comedy,2.5,Laptop/Desktop,Morning,7.918842508408716,63.15016148630597,"Documentary, Action",5,4,Ad Campaign
5644-PDMZC,Female,Senior,No,2,4K,1,Monthly,89.5,Yes,19,Comedy,3.9,Mobile,Morning,13.268155841053321,83.97132657314131,Sci-Fi,5,4,Social Media
3509-GWQGF,Male,Senior,No,24,4K,3,Monthly,70.0,No,23,Comedy,2.6,Smart TV,Afternoon,22.7060144384838,90.21001369658016,"Comedy, Drama, Action",9,1,Social Media
9576-ANLXO,Female,Young/Middle,No,3,4K,2,Monthly,69.55,Yes,17,Sci-Fi,1.9,Smart TV,Afternoon,21.888668624678658,107.32587242281495,Sci-Fi,9,4,Social Media
2024-BASKD,Female,Young/Middle,No,1,4K,2,Monthly,74.6,Yes,16,Drama,2.4,Tablet,Afternoon,12.681330154588313,78.56440169150025,"Romance, Comedy",9,6,Social Media
5845-BZZIB,Male,Young/Middle,Yes,35,SD,0,Biennial,20.1,No,12,Romance,1.3,Mobile,Evening,16.824373444332213,49.250900647486745,"Action, Documentary, Romance",11,4,Ad Campaign
1140-UKVZG,Female,Young/Middle,No,17,SD,0,Monthly,24.8,No,14,Drama,2.3,Smart TV,Evening,13.073142654629313,92.39669374062338,Drama,6,2,Organic
4160-AMJTL,Female,Senior,No,8,SD,0,Monthly,19.65,Yes,18,Action,2.8,Mobile,Evening,23.648719712427837,27.168090500961092,Romance,8,5,Organic
5183-SNMJQ,Male,Young/Middle,No,10,4K,4,Monthly,95.1,No,17,Comedy,4.8,Mobile,Evening,34.5510509879832,68.04713513563118,"Horror, Comedy",10,3,Social Media
8100-PNJMH,Male,Young/Middle,Yes,68,HD,4,Biennial,88.85,No,12,Comedy,2.3,Smart TV,Evening,14.879299718846259,27.216535166229328,"Drama, Sci-Fi, Horror",7,3,Ad Campaign
7838-LAZFO,Male,Young/Middle,Yes,45,HD,1,Yearly,78.8,No,6,Romance,4.6,Smart TV,Afternoon,34.90734532760257,40.36967011730196,"Drama, Documentary, Comedy",5,6,Ad Campaign
4464-JCOLN,Male,Young/Middle,Yes,2,SD,0,Yearly,19.85,Yes,29,Action,1.9,Smart TV,Evening,6.137005959557316,65.4930559709301,Romance,6,3,Organic
2085-JVGAD,Male,Young/Middle,Yes,37,SD,0,Monthly,20.35,No,25,Sci-Fi,1.8,Smart TV,Evening,12.536230433760611,80.05049242941487,"Sci-Fi, Drama, Romance",8,9,Social Media
5650-VDUDS,Female,Young/Middle,No,4,HD,2,Monthly,24.25,Yes,11,Drama,3.1,Smart TV,Evening,16.81554060445472,55.091291483486785,"Drama, Comedy, Documentary",6,6,Organic
8095-WANWK,Female,Young/Middle,No,10,HD,2,Monthly,45.25,No,23,Sci-Fi,3.7,Smart TV,Evening,17.416925060121002,10.0,"Sci-Fi, Action, Romance",12,3,Social Media
3030-ZKIWL,Male,Young/Middle,No,1,SD,0,Monthly,20.05,No,22,Action,1.2,Smart TV,Afternoon,17.47463065584124,98.02782130808532,"Action, Comedy",6,3,Organic
9565-FLVCG,Male,Young/Middle,Yes,65,HD,3,Biennial,69.55,No,11,Romance,1.9,Smart TV,Late Night,33.30802824886939,48.592292371287414,Comedy,4,6,Ad Campaign
8755-OGKNA,Female,Young/Middle,Yes,57,SD,0,Biennial,19.5,No,23,Action,2.8,Mobile,Late Night,15.06662585629833,66.20974399339255,Comedy,8,2,Organic
2800-VEQXM,Female,Young/Middle,No,3,4K,3,Monthly,74.75,No,27,Romance,2.3,Smart TV,Evening,21.34039810803512,56.351836080340014,Romance,6,3,Ad Campaign
7538-GWHML,Female,Young/Middle,No,2,4K,3,Monthly,69.65,Yes,26,Sci-Fi,3.9,Tablet,Afternoon,34.18329790149072,46.63809781954437,"Romance, Comedy, Documentary",11,6,Ad Campaign
5533-RJFTJ,Male,Young/Middle,No,49,HD,3,Monthly,30.2,No,22,Sci-Fi,3.0,Mobile,Evening,18.193798712322813,10.54479526364591,Drama,7,2,Ad Campaign
3859-CVCET,Female,Young/Middle,No,4,HD,3,Monthly,45.65,Yes,13,Action,1.6,Mobile,Afternoon,7.699660440542795,95.85509511016208,"Comedy, Action, Drama",4,3,Ad Campaign
0214-JHPFW,Female,Young/Middle,Yes,70,HD,4,Biennial,57.8,No,13,Action,4.6,Mobile,Morning,25.685580739495812,53.84953436785555,Comedy,4,5,Ad Campaign
5642-MHDQT,Female,Young/Middle,Yes,53,SD,0,Yearly,19.85,No,9,Comedy,2.2,Smart TV,Afternoon,23.72881422249108,31.879563174082577,"Action, Drama, Sci-Fi",3,3,Organic
3088-FVYWK,Male,Young/Middle,Yes,53,SD,0,Biennial,25.55,No,23,Romance,3.9,Mobile,Evening,17.807711301090503,12.616045257944336,"Sci-Fi, Drama",9,8,Social Media
3276-HDUEG,Female,Young/Middle,No,1,4K,3,Monthly,75.05,Yes,12,Comedy,4.1,Mobile,Evening,9.794568981076042,66.49520634947555,Romance,4,6,Organic
9092-GDZKO,Male,Young/Middle,No,22,SD,0,Monthly,24.85,No,6,Drama,4.9,Smart TV,Afternoon,23.050545413651793,17.64061836537092,"Horror, Action, Romance",10,5,Social Media
0823-HSCDJ,Male,Senior,No,52,HD,2,Monthly,49.15,Yes,7,Drama,3.0,Smart TV,Evening,4.2952652968721665,72.35678163738545,"Action, Horror",7,4,Ad Campaign
3729-OWRVL,Male,Senior,No,65,4K,4,Biennial,110.35,No,7,Action,3.5,Laptop/Desktop,Afternoon,37.04961339217299,69.70224020612555,"Documentary, Comedy",9,3,Ad Campaign
2324-AALNO,Female,Young/Middle,No,48,SD,0,Yearly,24.55,No,13,Sci-Fi,2.3,Mobile,Evening,26.113445366899125,47.72170658261171,"Romance, Action, Horror",4,1,Organic
0822-GAVAP,Female,Young/Middle,No,2,HD,3,Monthly,34.7,Yes,11,Drama,3.7,Mobile,Afternoon,2.334012665759321,69.70456382447885,"Comedy, Romance",8,3,Friend Referral
5760-IFJOZ,Male,Young/Middle,No,3,4K,1,Monthly,107.95,No,30,Drama,2.9,Mobile,Evening,23.352119756551637,93.21556765463765,"Comedy, Romance",6,4,Ad Campaign
2826-UWHIS,Male,Young/Middle,Yes,45,4K,1,Monthly,81.4,No,18,Comedy,2.8,Tablet,Evening,28.525747210022207,87.50174119735955,"Romance, Documentary, Drama",10,3,Organic
1448-PWKYE,Male,Young/Middle,Yes,1,4K,1,Monthly,80.0,Yes,11,Comedy,4.4,Mobile,Afternoon,15.284054534345092,23.04805466319695,"Drama, Horror, Sci-Fi",3,5,Ad Campaign
7501-IWUNG,Female,Young/Middle,Yes,61,HD,4,Biennial,73.8,No,24,Drama,1.2,Mobile,Late Night,21.784578741825047,63.36749794288164,"Romance, Comedy, Sci-Fi",9,4,Social Media
4957-TREIR,Male,Young/Middle,No,3,HD,4,Monthly,64.4,No,6,Action,4.5,Mobile,Evening,17.34956364823167,19.485972419769354,"Horror, Action",7,7,Social Media
7251-LJBQN,Female,Senior,No,40,4K,5,Yearly,103.75,No,4,Comedy,4.4,Smart TV,Afternoon,34.21743763485953,80.03018250930174,"Drama, Comedy, Documentary",6,6,Social Media
8040-MNRTF,Female,Young/Middle,No,1,4K,1,Monthly,71.1,No,16,Drama,3.0,Smart TV,Evening,15.60822559527481,43.28383197670894,Drama,7,2,Ad Campaign
1536-HBSWP,Female,Young/Middle,No,1,HD,5,Monthly,49.9,No,5,Sci-Fi,3.0,Smart TV,Afternoon,0.0,56.44059901984103,"Romance, Documentary, Comedy",10,3,Friend Referral
5313-FPXWG,Male,Young/Middle,No,51,SD,0,Yearly,24.6,No,20,Comedy,2.4,Mobile,Evening,20.822842209205934,40.742394694242186,"Horror, Documentary",1,7,Friend Referral
0067-DKWBL,Male,Senior,No,2,HD,2,Monthly,49.25,Yes,23,Drama,5.0,Mobile,Afternoon,11.543154960394293,41.35245586156627,Comedy,4,9,Social Media
0946-FKYTX,Male,Young/Middle,No,52,HD,3,Yearly,30.1,No,8,Romance,1.4,Tablet,Late Night,29.80209177592937,67.63488671655344,"Horror, Drama, Comedy",5,5,Ad Campaign
5076-YVXCM,Male,Young/Middle,No,51,4K,2,Monthly,83.4,No,13,Comedy,3.4,Mobile,Evening,13.593619651672885,70.02918791145599,Romance,10,7,Organic
8262-COGGB,Male,Young/Middle,No,1,SD,0,Monthly,20.45,No,23,Romance,3.7,Laptop/Desktop,Evening,34.67737390168255,93.27033205908913,Romance,3,5,Organic
6663-JOCQO,Male,Young/Middle,Yes,31,HD,5,Yearly,75.25,No,20,Comedy,4.7,Tablet,Afternoon,15.945197459515878,60.46112707419232,Romance,8,5,Ad Campaign
9620-QJREV,Male,Young/Middle,No,47,SD,0,Yearly,20.55,No,14,Comedy,4.1,Mobile,Evening,15.420864354453538,83.6781371698859,"Sci-Fi, Action, Documentary",10,8,Ad Campaign
2276-YDAVZ,Female,Young/Middle,No,3,4K,1,Monthly,75.1,Yes,7,Romance,3.6,Mobile,Evening,9.23603904701938,88.86893802077333,"Drama, Comedy, Horror",9,8,Social Media
2682-KEVRP,Female,Senior,No,22,SD,0,Yearly,20.05,No,11,Action,1.5,Smart TV,Evening,28.704147204549777,40.286137994836615,"Horror, Romance, Sci-Fi",8,2,Organic
2480-JZOSN,Female,Young/Middle,Yes,1,SD,0,Monthly,20.65,No,22,Drama,2.5,Smart TV,Evening,22.133318180503558,50.34494469342607,"Drama, Comedy",3,5,Ad Campaign
0078-XZMHT,Male,Young/Middle,Yes,72,HD,4,Biennial,85.15,No,30,Action,1.6,Mobile,Evening,17.2545736845648,85.4982849368628,"Comedy, Drama",1,2,Social Media
5896-NPFWW,Male,Young/Middle,Yes,3,HD,3,Monthly,50.15,Yes,28,Action,4.5,Mobile,Evening,28.586041953992677,26.449052196759347,"Action, Sci-Fi, Documentary",4,3,Social Media
9978-HYCIN,Male,Senior,Yes,47,4K,3,Yearly,84.95,No,20,Drama,4.0,Smart TV,Late Night,7.452362119330848,73.51585525905874,"Comedy, Sci-Fi, Drama",8,4,Friend Referral
8338-QIUNR,Male,Young/Middle,Yes,72,HD,4,Biennial,66.5,No,21,Sci-Fi,4.0,Tablet,Afternoon,25.054986637199832,91.89263973556471,"Horror, Sci-Fi, Drama",6,5,Ad Campaign
1525-LNLOJ,Male,Young/Middle,Yes,66,HD,3,Biennial,63.3,No,5,Action,3.6,Smart TV,Morning,0.8986643242039847,66.45818224752935,"Documentary, Romance, Horror",5,5,Social Media
9450-TRJUU,Male,Young/Middle,No,35,4K,1,Monthly,83.15,No,11,Action,3.0,Tablet,Afternoon,12.48475417970071,45.014928602957056,"Comedy, Action, Horror",7,3,Ad Campaign
1766-GKNMI,Male,Young/Middle,No,29,4K,2,Monthly,84.9,No,6,Action,1.6,Mobile,Evening,12.695087200288675,95.2761564860058,"Comedy, Romance",6,4,Organic
6942-LBFDP,Female,Young/Middle,No,2,SD,0,Monthly,20.55,No,19,Sci-Fi,2.3,Mobile,Evening,23.328983337940652,55.1356309519161,"Documentary, Romance, Comedy",8,5,Social Media
1456-TWCGB,Male,Young/Middle,No,4,HD,1,Monthly,49.25,No,19,Comedy,1.5,Laptop/Desktop,Morning,13.721779953884361,90.53833986677759,"Romance, Documentary, Action",7,9,Organic
7133-VBDCG,Female,Young/Middle,No,25,4K,3,Monthly,79.85,Yes,25,Romance,3.9,Mobile,Evening,18.20944446826836,26.6633362961406,"Horror, Action",7,4,Ad Campaign
7596-ZYWBB,Female,Young/Middle,No,65,HD,5,Biennial,59.6,No,25,Romance,1.6,Smart TV,Evening,39.78699480775456,123.18865963778495,"Horror, Drama, Comedy",10,7,Ad Campaign
8329-UTMVM,Male,Senior,No,27,4K,5,Yearly,104.65,No,4,Sci-Fi,3.8,Smart TV,Evening,22.21355400756435,39.132911031239416,"Comedy, Drama",2,8,Social Media
3014-WJKSM,Male,Young/Middle,Yes,29,4K,1,Monthly,75.3,No,11,Action,3.8,Smart TV,Evening,3.96553823541489,60.6882820103758,"Documentary, Drama",8,8,Social Media
3347-YJZZE,Male,Young/Middle,Yes,29,HD,2,Monthly,80.1,No,11,Romance,2.8,Smart TV,Evening,10.787292583441081,94.98413098336597,Comedy,11,8,Organic
1029-QFBEN,Male,Young/Middle,No,1,SD,0,Monthly,19.55,Yes,7,Sci-Fi,1.5,Smart TV,Morning,40.126209458907724,65.62084305466367,"Drama, Romance, Horror",7,3,Organic
7929-DMBCV,Female,Young/Middle,Yes,20,4K,5,Monthly,81.0,No,17,Drama,2.3,Mobile,Evening,0.0,74.85827800215827,Sci-Fi,10,9,Social Media
9661-JALZV,Female,Young/Middle,No,58,SD,0,Biennial,24.7,No,17,Romance,2.3,Mobile,Afternoon,7.768916750676254,10.0,Sci-Fi,8,3,Ad Campaign
5433-KYGHE,Female,Young/Middle,No,14,4K,5,Monthly,86.0,No,5,Drama,3.8,Mobile,Evening,30.13005153350737,84.42467904420572,"Action, Horror",3,5,Ad Campaign
4312-KFRXN,Male,Young/Middle,Yes,72,SD,0,Biennial,25.4,No,21,Action,1.5,Smart TV,Evening,23.44322063282172,85.51151965786872,Comedy,3,4,Social Media
5575-TPIZQ,Male,Young/Middle,No,46,4K,2,Monthly,89.15,No,30,Romance,4.3,Smart TV,Afternoon,26.895091218998928,60.152839112485516,"Romance, Comedy",6,7,Ad Campaign
0114-IGABW,Female,Young/Middle,Yes,71,HD,4,Biennial,58.25,No,5,Sci-Fi,4.0,Mobile,Evening,17.873510709796452,101.11575398389647,"Drama, Sci-Fi",9,4,Social Media
9944-AEXBM,Male,Young/Middle,No,32,4K,1,Monthly,85.65,No,8,Comedy,1.7,Mobile,Evening,31.73870665340497,78.03370718059878,"Action, Sci-Fi",8,3,Social Media
1853-ARAAQ,Female,Young/Middle,No,26,HD,3,Monthly,50.35,No,6,Romance,3.9,Smart TV,Evening,21.27695636785783,94.34895336148475,"Drama, Comedy, Documentary",10,4,Social Media
6952-OMNWB,Male,Senior,Yes,68,4K,3,Monthly,80.35,No,26,Romance,3.7,Mobile,Afternoon,19.867568598849967,76.90330893711116,Documentary,11,4,Organic
4697-LUPSU,Male,Young/Middle,Yes,2,SD,0,Yearly,20.2,No,15,Romance,4.0,Mobile,Afternoon,16.578742761913936,75.62212428942848,"Drama, Sci-Fi, Documentary",7,6,Friend Referral
8434-VGEQQ,Male,Young/Middle,Yes,61,SD,0,Biennial,20.55,No,29,Romance,1.8,Tablet,Evening,9.821654244031304,89.00621327319517,Comedy,4,1,Organic
4952-YSOGZ,Female,Young/Middle,Yes,4,4K,3,Monthly,85.95,Yes,15,Sci-Fi,1.6,Mobile,Evening,23.357650869561965,68.15595104082817,Documentary,6,3,Friend Referral
1589-AGTLK,Male,Young/Middle,No,3,HD,2,Monthly,45.35,Yes,29,Sci-Fi,1.9,Laptop/Desktop,Evening,33.79654591969505,99.53341479264154,"Sci-Fi, Action, Romance",6,6,Friend Referral
5244-IRFIH,Male,Senior,Yes,33,4K,2,Monthly,94.5,Yes,13,Comedy,2.5,Mobile,Evening,21.43488793293387,35.98377776453249,Documentary,6,9,Organic
6549-YMFAW,Male,Senior,Yes,9,SD,0,Monthly,21.25,No,7,Sci-Fi,4.2,Smart TV,Evening,32.37640945761082,52.0187306157406,"Comedy, Action",3,1,Ad Campaign
4950-HKQTE,Female,Young/Middle,No,22,SD,0,Biennial,26.25,No,3,Sci-Fi,4.0,Smart TV,Evening,0.0,42.71649524605616,"Action, Romance",7,5,Social Media
6786-OBWQR,Female,Young/Middle,Yes,5,4K,3,Monthly,80.85,No,11,Action,4.7,Mobile,Morning,33.30296366851008,43.26637761391094,"Horror, Romance, Drama",7,6,Friend Referral
2684-EIWEO,Female,Senior,No,30,4K,1,Monthly,91.7,Yes,19,Action,1.2,Mobile,Evening,31.15613700625098,67.05195492788538,Action,7,1,Ad Campaign
2753-JMMCV,Male,Young/Middle,No,65,HD,5,Biennial,74.2,No,24,Drama,1.0,Mobile,Afternoon,8.036576342802945,43.82452412407432,Comedy,10,2,Ad Campaign
6439-GTPCA,Female,Young/Middle,No,45,4K,4,Monthly,87.25,Yes,3,Comedy,3.8,Tablet,Evening,13.540304311839206,75.8822880671896,"Action, Horror",4,4,Friend Referral
6621-YOBKI,Male,Young/Middle,No,5,SD,0,Monthly,20.35,No,5,Action,2.1,Tablet,Evening,25.616080811081325,74.91516125925074,"Horror, Sci-Fi, Romance",8,6,Social Media
1216-JWVUX,Male,Young/Middle,Yes,25,4K,2,Monthly,75.5,No,17,Comedy,2.3,Mobile,Evening,17.866272186793278,102.90615527932388,"Documentary, Comedy, Drama",4,3,Social Media
7564-GHCVB,Female,Young/Middle,Yes,72,4K,2,Biennial,79.05,No,28,Comedy,3.2,Mobile,Evening,7.245333847400641,123.70052353707311,"Comedy, Documentary, Sci-Fi",5,10,Social Media
1173-NOEYG,Female,Young/Middle,Yes,27,4K,3,Monthly,90.15,No,23,Romance,1.4,Tablet,Morning,35.0101513047365,57.50418606598921,Documentary,4,1,Social Media
7595-EHCDL,Male,Young/Middle,Yes,32,HD,3,Monthly,50.6,No,28,Comedy,3.6,Mobile,Evening,33.91014663656026,10.0,"Comedy, Documentary, Romance",11,7,Friend Referral
6647-ZEDXT,Female,Young/Middle,No,30,4K,5,Yearly,110.45,No,25,Romance,2.3,Smart TV,Evening,0.0,59.522918475135455,"Drama, Horror, Comedy",7,5,Organic
